Application ID,Long,Lat,Coordination,Address
325,0,0,"0,0","Tiên Du,Bắc Ninh"
326,106.0948244,21.20276078,"106.0948244085518,21.202760777450806","Bắc Ninh,Bắc Ninh"
327,0,0,"0,0","Việt Trì,Phú Thọ"
328,0,0,"0,0","Hai Bà Trưng,Hà Nội"
329,105.8704202,21.0460846,"105.87042024748547,21.046084596723663","Long Biên,Hà Nội"
330,106.6817842,10.7674309,"106.6817842,10.7674309","3,Hồ Chí Minh"
331,106.6657141,10.77635393,"106.66571414695275,10.776353931891972","Phong Điền,Cần Thơ"
332,0,0,"0,0","Đà Lạt,Lâm Đông"
333,105.9385966,20.9523581,"105.93859659178825,20.952358098034665","Long Biên,Hà Nội"
334,105.6557474,18.7315581,"105.65574739001755,18.731558104206016","Kỳ Sơn,Nghệ An"
335,106.6909506,10.73605413,"106.69095063822014,10.736054126582891","Bình Chánh,Hồ Chí Minh"
336,105.8568846,21.0223625,"105.8568846,21.0223625","Thái Bình,Thái Bình"
337,0,0,"0,0","Phú Nhuận,Hồ Chí Minh"
338,109.0426196,14.5558155,"109.0426196,14.5558155","Hoài Nhơn,Bình Định"
339,106.1084548,11.1849679,"106.1084548,11.1849679","Bến Cầu,Tây Ninh"
340,0,0,"0,0","Bình Thạnh,Hồ Chí Minh"
341,0,0,"0,0","Nông Cống,Thanh Hóa"
342,0,0,"0,0","Thuỷ Nguyên,Hải Phòng"
343,105.6442543,10.45553641,"105.64425425962239,10.455536413212576","Cao Lãnh,Đồng Tháp"
344,0,0,"0,0","Mỹ Tho,Tiền Giang"
345,106.6497323,10.8444514,"106.6497323,10.8444514","Pleiku,Gia Lai"
346,0,0,"0,0","Nhà Bè,Hồ Chí Minh"
347,106.8102389,10.8704759,"106.8102389,10.8704759","Thị Xã Buôn Hồ,Đắk Lắk"
348,105.6557257,18.73158689,"105.65572568226158,18.731586885133456","Can Lộc,Hà Tĩnh"
349,0,0,"0,0","Trực Ninh,Nam Định"
350,105.8454839,21.034749,"105.8454839,21.034749","Thị Xã Sơn Tây,Hà Nội"
351,106.3452672,20.938752,"106.3452672,20.938752","Hải Dương,Hải Dương"
352,106.1033717,20.6453711,"106.1033717,20.6453711","Tiên Lữ,Hưng Yên"
353,0,0,"0,0","Văn Giang,Hưng Yên"
354,105.7726004,21.0808876,"105.7726004,21.0808876","Bắc Từ Liêm,Hà Nội"
355,0,0,"0,0","Thị Xã Duy Tiên,Hà Nam"
356,106.6443015,10.764628,"106.6443015,10.764628","Cai Lậy,Tiền Giang"
357,106.9471156,10.94085581,"106.94711557429939,10.940855810821727","Trắng Bom,Đồng Nai"
358,0,0,"0,0","Đống Đa,Hà Nội"
359,105.8003333,20.9913707,"105.8003333,20.9913707","Thanh Trì,Hà Nội"
360,106.6139172,10.7523888,"106.6139172,10.7523888","Bình Tân,Hồ Chí Minh"
361,0,0,"0,0","Nghi Xuân,Hà Tĩnh"
362,0,0,"0,0","Việt Trì,Phú Thọ"
363,0,0,"0,0","Ba Tri,Bến Tre"
364,106.2798367,20.154652,"106.27983665517095,20.15465200188957","Hải Hậu,Nam Định"
365,106.765467,10.77839026,"106.76546698532803,10.778390259756529","2,Hồ Chí Minh"
366,106.0993025,20.1152547,"106.0993025,20.1152547","Kim Sơn,Ninh Bình"
367,107.7738939,10.66799694,"107.77389390536793,10.667996944544926","Thị Xã La Gi,Bình Thuận"
368,0,0,"0,0","Thủ Đức,HCM"
369,106.8098068,10.87071418,"106.80980681999996,10.870714179999997","8,Hồ Chí Minh"
370,0,0,"0,0","Thái Bình,Thái Bình"
371,106.2876192,18.08004736,"106.2876191522292,18.0800473561397","Thị Xã Kỳ Anh,Hà Tĩnh"
372,106.334944,20.945097,"106.33494399928509,20.945097002039784","Hải Dương,Hải Dương"
373,0,0,"0,0","Tĩnh Gia,Thanh Hóa"
374,106.8101127,10.87065295,"106.81011271467614,10.870652952904937","Thạnh Phú,Bến Tre"
375,105.812955,21.0417566,"105.812955,21.0417566","Xuân Trường,Nam Định"
376,106.392049,20.46014826,"106.39204896270775,20.460148264327366","Kiến Xương,Thái Bình"
377,105.8538,21.0282,"105.8538,21.0282","Hải An,Hải Phòng"
378,108.0439164,12.68634707,"108.0439163658555,12.686347070034941","Buôn Ma Thuột,Đắk Lắk"
379,0,0,"0,0","Kim Thành,Hải Dương"
380,106.62688,10.81477098,"106.62687996850984,10.814770980329358","Bình Long,Bình Phước"
381,107.2116671,10.53095903,"107.21166711888286,10.530959033330639","Bà Rịa,Bà Rịa - Vũng Tàu"
382,106.6270948,10.7913371,"106.6270948,10.7913371","Tân Phú,Hồ Chí Minh"
383,106.6845515,10.7454583,"106.6845515,10.7454583","1,Hồ Chí Minh"
384,0,0,"0,0","Hai Bà Trưng,Hà Nội"
385,0,0,"0,0","Ninh Bình,Ninh Bình"
386,106.4911662,20.2336994,"106.4911662,20.2336994","Giao Thủy,Nam Định"
387,0,0,"0,0","Dĩ An,Bình Dương"
388,104.8361591,22.3893189,"104.8361591,22.3893189","Bắc Quang,Hà Giang"
389,106.1228214,21.1550498,"106.1228214,21.1550498","Đông Anh,Hà Nội"
390,105.6198852,21.24073691,"105.61988515453858,21.240736905526553","Bình Xuyễn,Vĩnh Phúc"
391,0,0,"0,0","Bình Thạnh,Hồ Chí Minh"
392,0,0,"0,0","Lê Chân,Hải Phòng"
393,0,0,"0,0","Thanh Trì,Hà Nội"
394,105.8156909,21.0037952,"105.8156909,21.0037952","Thanh Xuân,Hà Nội"
395,105.8684571,21.07172794,"105.86845710316011,21.071727937079743","Thanh Hà,Hải Dương"
396,105.8202068,21.01098806,"105.82020675737985,21.010988064414118","Tây Hồ,Hà Nội"
397,0,0,"0,0","9,Hồ Chí Minh"
398,105.7243125,21.04654091,"105.72431252584157,21.046540909894595","Hoài Đức,Hà Nội"
399,0,0,"0,0","Cao Lãnh,Đồng Tháp."
400,0,0,"0,0","Yên Bình,Yên Bái"
401,105.8195011,21.5786694,"105.8195011,21.5786694","Thái Nguyên,Thái Nguyên"
402,106.7136422,20.75786619,"106.71364215899989,20.757866186111325","Dương Kinh,Hải Phòng"
403,0,0,"0,0","Hà Đông,Hà Nội"
404,0,0,"0,0","Thái Bình,Thái Bình"
405,0,0,"0,0","Quảng Ngãi,Quảng Ngãi"
406,0,0,"0,0","Bắc Từ Liêm,Hà Nội"
407,0,0,"0,0","Ba Đình,Hà Nội"
408,106.7268651,10.84613962,"106.72686509811707,10.84613962290148","8,Hồ Chí Minh"
409,105.8217624,20.97716842,"105.82176244708415,20.977168423554282","Hoàng Mai,Hà Nội"
410,106.6657146,10.77635445,"106.66571458342831,10.77635444601163","Đức Huệ,Long An"
411,0,0,"0,0","Ý Yên,Nam Định"
412,0,0,"0,0","Ba Đình,Hà Nội"
413,106.3339134,20.93003142,"106.33391338885751,20.930031416375996","Hải Dương,Hải Dương"
414,106.6814718,10.7713116,"106.6814718,10.7713116","3,Hồ Chí Minh"
415,105.861108,20.9995595,"105.861108,20.9995595","Đất Đỏ,Bà Rịa - Vũng Tàu"
416,106.6136691,10.7326053,"106.6136691,10.7326053","Mỹ Tho,Tiền Giang"
417,108.4852297,15.5533318,"108.4852297,15.5533318","Tam Kỳ,Quảng Nam"
418,0,0,"0,0","Thanh Trì,Hà Nội"
419,0,0,"0,0","Hoàn Kiếm,Hà Nội"
420,0,0,"0,0","Thanh Miện,Hải Dương"
421,105.7138749,21.23467009,"105.71387493614941,21.23467008839745","Phúc Yên,Vĩnh Phúc"
422,106.6212318,17.4761938,"106.6212318,17.4761938","Đồng Hới,Quảng Bình"
423,106.1583751,20.41256074,"106.15837512142944,20.412560737034735","Thọ Xuân,Thanh Hóa"
424,0,0,"0,0","Bình Tân,Hồ Chí Minh"
426,105.6809141,21.26825983,"105.68091412072127,21.26825982899848","Phúc Yên,Vĩnh Phúc"
427,0,0,"0,0","Tuần Giáo,Điện Biên"
428,0,0,"0,0","TPVL,Vĩnh Long"
429,105.799098,21.07401646,"105.79909797621478,21.074016456822946","Thanh Hóa,Thanh Hóa"
430,0,0,"0,0","Chương Mỹ,Hà Nội"
431,106.6986511,10.7871027,"106.6986511,10.7871027","12,Hồ Chí Minh"
432,105.9664938,21.0046097,"105.9664938,21.0046097","Thanh Miện,Hải Dương"
433,106.7037731,20.84476145,"106.70377310700175,20.844761451659313","Ngô Quyền,Hải Phòng"
434,0,0,"0,0","Thanh Hóa,Thanh Hóa"
435,0,0,"0,0","Thạch Hà,Hà Tĩnh"
436,0,0,"0,0","Hưng Yên,Hưng Yên"
437,0,0,"0,0","Ba Đình,Hà Nội"
438,106.6817639,10.82507859,"106.68176391966,10.825078588611037","Gò Vấp,Hồ Chí Minh"
439,106.41324,10.53188494,"106.4132399836796,10.531884939707387","Tân An,Long An"
440,0,0,"0,0","Tứ Kỳ,Hải Dương"
441,105.7930847,21.0274929,"105.7930847,21.0274929","Nam Từ Liêm,Hà Nội"
442,105.8129603,21.0417342,"105.8129603,21.0417342","Gia Viễn,Ninh Bình"
443,0,0,"0,0","Hai Bà Trưng,Hà Nội"
444,105.7787321,21.0443259,"105.7787321,21.0443259","Phú Xuyên,Hà Nội"
445,105.8232909,20.9633831,"105.8232909,20.9633831","Khoái Châu,Hưng Yên"
446,105.8228962,21.0153534,"105.8228962,21.0153534","Đống Đa,Hà Nội"
447,0,0,"0,0","Tứ Kỳ,Hải Dương"
448,106.0458936,18.3120001,"106.0458936,18.3120001","Cẩm Xuyên,Hà Tĩnh"
449,106.7271015,10.87568389,"106.72710148447288,10.875683887585659","1,Hồ Chí Minh"
450,105.2442738,21.44731301,"105.24427378023464,21.44731300994343","Thị Xã Phú Thọ,Phú Thọ"
451,105.7703139,20.7402427,"105.7703139,20.7402427","Ứng Hòa,Hà Nội"
452,0,0,"0,0","2,Hồ Chí Minh"
453,106.6842387,10.800035,"106.6842387,10.800035","Bình Tân,Hồ Chí Minh"
454,0,0,"0,0","2,Hồ Chí Minh"
455,106.8105728,10.9543424,"106.8105728,10.9543424","Trảng Bom,Đồng Nai"
456,106.8105728,10.9543424,"106.8105728,10.9543424","Trảng Bom,Đồng Nai"
457,106.559166,10.54357337,"106.5591659500005,10.543573369999569","Tần Trụ,Long An"
458,105.8165657,20.9991191,"105.8165657,20.9991191","Đống Đa,Hà Nội"
459,105.8222925,21.0107808,"105.8222925,21.0107808","Đống Đa,Hà Nội"
460,105.782826,10.0283682,"105.782826,10.0283682","Ninh Kiều,Cần Thơ"
461,0,0,"0,0","Phú Nhuận,Hồ Chí Minh"
462,105.8277327,20.9645175,"105.8277327,20.9645175","Hoàng Mai,Hà Nội"
463,106.1433934,20.50718456,"106.14339342989139,20.507184556607218","Lý Nhân,Hà Nam"
464,0,0,"0,0","Triệu Sơn,Thanh Hóa"
465,0,0,"0,0","Ba Đình,Hà Nội"
466,0,0,"0,0","2,Hồ Chí Minh"
467,105.8265666,21.0023428,"105.8265666,21.0023428","Đống Đa,Hà Nội"
468,108.1697796,16.07046791,"108.16977956853,16.070467913637493","Liên Chiểu,Đà Nẵng"
469,106.680294,20.78370554,"106.68029399486007,20.783705537620527","Kiến Thuỵ,Hải Phòng"
470,106.0913029,21.5829344,"106.0913029,21.5829344","Yên Thế,Bắc Giang"
471,105.7529324,21.01974797,"105.75293242233961,21.01974796777958","Thái Thụy,Thái Bình"
472,105.8153262,10.0568211,"105.8153262,10.0568211","Bình Minh,Vĩnh Long"
473,0,0,"0,0","Hai Bà Trưng,Hà Nội"
474,106.6063519,20.8415081,"106.6063519,20.8415081","An Dương,Hải Phòng"
475,108.0734621,13.2250106,"108.0734621,13.2250106","Ea H'leo,Đắk Lắk"
476,108.015966,13.961742,"108.015966,13.961742","Pleiku,Gia Lai"
477,0,0,"0,0","Hai Bà Trưng,Hà Nội"
478,106.7086503,10.7588287,"106.7086503,10.7588287","4,Hồ Chí Minh"
479,106.4142719,10.536267,"106.4142718742196,10.536266996225963","Tân An,Long An"
480,106.7787512,21.0322962,"106.7787512,21.0322962","Uông Bí,Quảng Ninh"
481,0,0,"0,0","Thạch Thất,Hà Nội"
482,106.1377261,21.09643932,"106.13772614445877,21.096439321584953","Quế Võ,Bắc Ninh"
483,105.8621903,19.72056846,"105.86219026009867,19.720568459021052","Sầm Sơn,Thanh Hóa"
484,106.1796747,18.1968471,"106.1796747,18.1968471","Kỳ Anh,Hà Tĩnh"
485,0,0,"0,0","Đầm Hà,Quảng Ninh"
486,107.0893913,10.3502782,"107.0893913,10.3502782","Vũng Tàu,Bà Rịa - Vũng Tàu"
487,0,0,"0,0","Tân Yên,Bắc Giang"
488,106.8100933,10.8706333,"106.8100933,10.8706333","Bàu Bàng,Bình Dương"
489,0,0,"0,0","Kim Sơn,Ninh Bình"
490,105.8468183,20.95469315,"105.84681833362124,20.95469314560412","Hoàng Mai,Hà Nội"
491,106.8101376,10.87082449,"106.81013756059197,10.870824489385178","Bảo Lâm,Lâm Đồng"
492,107.2502512,10.65828282,"107.2502512050168,10.658282822392637","Châu Đức,Bà Rịa - Vũng Tàu"
493,0,0,"0,0","Cần Đước,Long An"
494,0,0,"0,0","Tuy An,Phú Yên"
495,0,0,"0,0","Việt Trì,Phú Thọ"
496,0,0,"0,0","2,Hồ Chí Minh"
497,0,0,"0,0","Gia Lâm,Hà Nội"
498,106.8081262,10.8692989,"106.8081262,10.8692989","Tuy An,Phú Yên"
499,0,0,"0,0","Văn Giang,Hưng Yên"
500,107.1152466,10.388292,"107.1152466,10.388292","Vũng Tàu,Bà Rịa - Vũng Tàu"
501,105.8788727,21.32203818,"105.87887268825207,21.322038184583572","Sóc Sơn,Hà Nội"
502,105.7910214,20.61417417,"105.79102139301538,20.614174169063478","Mỹ Đức,Hà Nội"
503,0,0,"0,0","Con Cuông,Nghệ An"
504,105.6555795,18.73173035,"105.65557953902638,18.731730350944314","Thanh Chương,Nghệ An"
505,105.8271998,21.01276692,"105.82719981466282,21.012766922941985","Lạng Sơn,Lạng Sơn"
506,106.8101636,10.870774,"106.81016358347723,10.870774004774953","9,Hồ Chí Minh"
507,0,0,"0,0","Hoàn Kiếm,Hà Nội"
508,0,0,"0,0","Kiến An,Hải Phòng"
509,106.6818897,10.77416956,"106.68188965102732,10.774169555427305","Thủ Đức,Hồ Chí Minh"
510,107.1539408,11.0612432,"107.1539408,11.0612432","Thống Nhất,Đồng Nai"
511,106.2506882,20.9163498,"106.2506882,20.9163498","Cẩm Giàng,Hải Dương"
512,106.4434634,10.5394001,"106.4434634,10.5394001","Tân An,Long An"
513,0,0,"0,0","Đông Sơn,Thanh Hóa"
514,106.7876931,10.81572696,"106.78769308564576,10.815726964024028","Gò Công Tây,Tiền Giang"
515,105.7998014,20.96389986,"105.79980139308591,20.96389986071113","Từ Sơn,Bắc Ninh"
516,106.6502474,10.80220388,"106.65024742270954,10.802203876375403","Tân Bình,Hồ Chí Minh"
517,106.7135852,20.85339767,"106.71358524420344,20.85339767168612","Hải An,Hải Phòng"
518,0,0,"0,0","Chương Mỹ,Hà Nội"
519,106.6252458,10.82925729,"106.6252457602343,10.82925729156534","12,Hồ Chí Minh"
520,0,0,"0,0","Rạch Giá,Kiên Giang"
521,0,0,"0,0","Càng Long,Trà Vinh"
522,105.3753344,21.250048,"105.3753344,21.250048","Ba Vì,Hà Nội"
523,109.0387968,13.9493376,"109.0387968,13.9493376","Phù Cát,Bình Định"
524,105.7668941,20.9685096,"105.7668941,20.9685096","Vân Đồn,Quảng Ninh"
525,0,0,"0,0","Yên Thủy,Hòa Bình"
526,106.3674591,10.3760026,"106.3674591,10.3760026","Mỹ Tho,Tiền Giang"
527,0,0,"0,0","Hải Hậu,Nam Định"
528,106.0988632,11.31713101,"106.09886318188524,11.3171310050206","Tây Ninh,Tây Ninh"
529,106.643456,10.8429312,"106.643456,10.8429312","Tân Phú,Hồ Chí Minh"
530,0,0,"0,0","Yên Mỹ,Hưng Yên"
531,105.9325277,20.32819198,"105.93252768273116,20.328191984443226","Gia Viễn,Ninh Bình"
532,105.8470953,21.00900901,"105.8470953000789,21.00900900900901","Hạ Long,Quảng Ninh"
533,105.8083996,21.0502478,"105.8083996,21.0502478","Tây Hồ,Hà Nội"
534,106.457356,20.97070712,"106.45735598875665,20.97070711864505","Kim Thành,Hải Dương"
535,105.8128968,21.0417275,"105.8128968,21.0417275","Kim Sơn,Ninh Bình"
536,108.9943307,11.55780907,"108.99433072349336,11.557809071110581","Phan Rang-Tháp Chàm,Ninh Thuận"
537,105.8131495,21.0417545,"105.8131495,21.0417545","Kim Bảng,Hà Nam"
538,106.7663125,10.77546373,"106.76631254227847,10.775463725487846","2,Hồ Chí Minh"
539,109.2270851,13.7814211,"109.2270851,13.7814211","Quy Nhơn,Bình Định"
540,105.8245514,21.0071068,"105.8245514,21.0071068","Ninh Bình,Ninh Bình"
541,106.725376,10.7675648,"106.725376,10.7675648","Hồng Ngự,Đồng Tháp"
542,0,0,"0,0","Kon Tum,Kon Tum"
543,108.2175175,16.07391372,"108.21751751852057,16.07391372250446","Liên Chiểu,Đà Nẵng"
544,106.8100744,10.8706684,"106.8100744,10.8706684","Phù Mỹ,Bình Định"
545,0,0,"0,0","Hóc Môn,Hồ Chí Minh"
546,106.4220109,10.517734,"106.4220109,10.517734","Tân An,Long An"
547,0,0,"0,0","Gia Lâm,Hà Nội"
548,0,0,"0,0","Văn Giang,Hưng Yên"
549,106.7777295,10.81470633,"106.77772953036143,10.814706333497892","Vụ Bản,Nam Định"
550,0,0,"0,0","Ba Đình,Hà Nội"
551,0,0,"0,0","Văn Lâm,Hưng Yên"
552,105.8146503,21.1189839,"105.8146503,21.1189839","Đông Anh,Hà Nội"
553,0,0,"0,0","Hoàn Kiếm,Hà Nội"
554,0,0,"0,0","Thanh Thủy,Phú Thọ"
555,106.6602968,10.75680761,"106.6602967540596,10.756807606171002","Rạch Giá,Kiên Giang"
556,105.8265233,21.03482239,"105.82652327131778,21.034822391349802","Ba Đình,Hà Nội"
557,0,0,"0,0","Long Xuyên,An Giang"
558,0,0,"0,0","Cái Răng,Cần Thơ"
559,105.8590277,21.00492763,"105.85902765425094,21.00492762719894","Hoàn Kiếm,Hà Nội"
560,107.1023215,10.379637,"107.1023215,10.379637","Vũng Tàu,Bà Rịa - Vũng Tàu"
561,106.6495132,10.77479791,"106.64951322421615,10.774797911031607","Cà Mau,Cà Mau"
562,0,0,"0,0","Bình Minh,Vĩnh Long"
563,106.6813072,10.82009391,"106.68130721676826,10.820093910540647","Krông Pắc,Đắk Lắk"
564,0,0,"0,0","Rạch Giá,Kiên Giang"
565,107.0989312,20.9649664,"107.0989312,20.9649664","Hạ Long,Quảng Ninh"
566,105.6418451,21.6329912,"105.6418451,21.6329912","Đại Từ,Thái Nguyên"
567,107.778742,10.6612361,"107.778742,10.6612361","La Gi,Bình Thuận"
568,106.6644774,10.75549487,"106.6644774494259,10.755494868794571","Bình Thạnh,Hồ Chí Minh"
569,106.7089254,20.82825047,"106.70892540194008,20.828250466053774","Hải An,Hải Phòng"
570,106.6818966,10.7740899,"106.6818966,10.7740899","Ninh Hải,Ninh Thuận"
571,106.7017592,10.8101646,"106.7017592,10.8101646","Bình Thạnh,Hồ Chí Minh"
572,106.6830999,10.8171215,"106.6830999,10.8171215","Gò Vấp,Hồ Chí Minh"
573,106.6514618,10.8850982,"106.6514618,10.8850982","Rạch Giá,Kiên Giang"
574,105.7952965,20.9838784,"105.7952965,20.9838784","Hà Đông,Hà Nội."
575,106.7455844,10.8817676,"106.7455844,10.8817676","Thủ Đức,Hồ Chí Minh"
576,105.8233128,21.03187711,"105.82331275995656,21.031877105741945","Đông Anh,Hà Nội"
577,0,0,"0,0","Xuân Trường,Nam Định"
578,106.503086,20.27979457,"106.50308600592047,20.27979457253475","Giao Thủy,Nam Định"
579,106.8098724,10.8698464,"106.8098724,10.8698464","Long Xuyên,An Giang"
580,106.8037832,10.8701145,"106.8037832,10.8701145","Đô Lương,Nghệ An"
581,106.4090889,10.591212,"106.4090889,10.591212","Long Mỹ,Hậu Giang"
582,105.5468863,21.3686525,"105.5468863,21.3686525","Tam Dương,Vĩnh Phúc"
583,106.6676163,10.8368989,"106.6676163,10.8368989","Gò Vấp,Hồ Chí Minh"
584,106.6818484,10.7740741,"106.6818484,10.7740741","Phú Nhuận,Hồ Chí Minh"
585,0,0,"0,0","Hàm Thuận Nam,Bình Thuận"
586,106.6818487,10.77410552,"106.6818486929981,10.774105519143642","Lâm Hà,Lâm Đồng"
587,0,0,"0,0","Hà Đông,Hà Nội"
588,106.2272447,11.02404209,"106.22724474614702,11.024042091302022","Thị Xã Trảng Bàng,Tây Ninh"
589,0,0,"0,0","Cẩm Phả,Quảng Ninh"
590,106.809769,10.87015662,"106.80976895822832,10.870156619107524","Bình Chánh,Hồ Chí Minh"
591,105.2220753,21.8256372,"105.2220753,21.8256372","Tuyên Quang,Tuyên Quang"
592,106.8099188,10.8699565,"106.8099188,10.8699565","Gia Nghĩa,Đắk Nông"
593,0,0,"0,0","Phú Nhuận,HCM"
594,0,0,"0,0","Cầu Giấy,Hà Nội"
595,0,0,"0,0","Tiên Lữ,Hưng Yên"
596,0,0,"0,0","11,Hồ Chí Minh"
597,106.6645915,10.7552609,"106.6645915,10.7552609","Di Linh,Lâm Đồng"
598,105.9024376,21.02785881,"105.90243762548954,21.02785881021878","Hoàn Kiếm,Hà Nội"
599,0,0,"0,0","Đống Đa,Hà Nội"
600,106.6810056,20.75362918,"106.68100562887888,20.75362917503412","Kiến Thụy,Hải Phòng"
601,0,0,"0,0","Móng Cái,Quảng Ninh"
602,107.7717753,10.6724315,"107.7717753,10.6724315","La Gi,Bình Thuận"
603,106.4790789,10.9784582,"106.4790789,10.9784582","12,Hồ Chí Minh"
604,107.0550679,11.0814939,"107.0550679,11.0814939","Vĩnh Cửu,Đồng Nai"
605,105.9609433,20.2489039,"105.9609433,20.2489039","Ninh Bình,Ninh Bình"
606,106.0197797,21.4367464,"106.0197797,21.4367464","Phú Bình,Thái Nguyên"
607,0,0,"0,0","Thanh Hóa,Thanh Hóa"
608,106.725376,10.960896,"106.725376,10.960896","Tân Uyên,Bình Dương"
609,0,0,"0,0","Thị Xã Bến Cát,Bình Dương"
610,106.3586669,20.552656,"106.3586669,20.552656","Đông Hưng,Thái Bình"
611,106.6369024,10.8101632,"106.6369024,10.8101632","Thanh Oai,Hà Nội"
612,0,0,"0,0","Kiến Thụy,Hải Phòng"
613,106.7725662,10.8218058,"106.7725662,10.8218058","9,Hồ Chí Minh"
614,0,0,"0,0","10,Hồ Chí Minh"
615,105.8121035,21.48019605,"105.8121034746931,21.480196054892325","Kim Thành,Hải Dương"
616,0,0,"0,0","8,Hồ Chí Minh"
617,105.8565479,21.02211138,"105.856547946519,21.022111380782942","Chí Linh,Hải Dương"
618,105.8591327,20.9250262,"105.8591327,20.9250262","Bắc Từ Liêm,Hà Nội"
619,106.6243436,10.76836068,"106.62434358212366,10.768360678988458","6,Hồ Chí Minh"
620,106.9094454,11.52588167,"106.90944541151829,11.52588167183413","Đồng Xoài,Bình Phước"
621,105.711307,18.81991487,"105.71130700318542,18.81991486800365","Thị Xã Cửa Lò,Nghệ An"
622,105.8129522,21.0417468,"105.8129522,21.0417468","Triệu Sơn,Thanh Hóa"
623,0,0,"0,0","Tiền Hải,Thái Bình"
624,105.7782919,21.065518,"105.7782919,21.065518","Bắc Từ Liêm,Hà Nội"
625,0,0,"0,0","Ba Đình,Hà Nội"
626,0,0,"0,0","Thủ Đức,Hồ Chí Minh"
627,0,0,"0,0","Quy Nhơn,Bình Định"
628,0,0,"0,0","Quy Nhơn,Bình Định"
629,0,0,"0,0","Hòa Thành,Tây Ninh"
630,0,0,"0,0","Giồng Trôm,Bến Tre"
631,105.9341976,9.313009293,"105.93419755346874,9.313009293015199","Thị Xã Vĩnh Châu,Sóc Trăng"
632,106.6860208,10.76046044,"106.68602075697446,10.760460441652944","Tân Biên,Tây Ninh"
633,106.7348641,20.76280799,"106.73486408083534,20.76280799063292","Kiến Thụy,Hải Phòng"
